GENE_ID	CHR	START	END	GENENAME	MITO_CATEGORY
TCALIF_02796-PA	Chromosome_9	9794330	9796289	"Guf1 Translation factor Guf1, mitochondrial (Mus musculus)"	Trans. Factor
TCALIF_02860-PA	Chromosome_9	3248900	3251901	"ALAS1 5-aminolevulinate synthase, nonspecific, mitochondrial (Bos taurus)"	
TCALIF_02862-PA	Chromosome_9	3243476	3243880	blos1 Biogenesis of lysosome-related organelles complex 1 subunit 1 (Drosophila melanogaster)	
TCALIF_02866-PA	Chromosome_9	3238207	3240913	"BCKDK [3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase, mitochondrial (Homo sapiens)"	
TCALIF_02871-PA	Chromosome_9	3179669	3180729	"ppm1k Protein phosphatase 1K, mitochondrial (Xenopus laevis)"	
TCALIF_02874-PA	Chromosome_9	3165543	3167228	"ATPsyn-gamma ATP synthase subunit gamma, mitochondrial (Drosophila melanogaster)"	Comp-V
TCALIF_02882-PA	Chromosome_9	3082751	3083902	FDPS Farnesyl pyrophosphate synthase (Homo sapiens)	
TCALIF_02897-PA	Chromosome_9	2933481	2940878	Slc25a16 Graves disease carrier protein homolog (Mus musculus)	
TCALIF_02901-PA	Chromosome_9	2889385	2892181	"CG4679 Protein PTCD3 homolog, mitochondrial (Drosophila melanogaster)"	
TCALIF_04272-PA	Chromosome_9	242865	247058	"SPAC4G8.09 Putative leucine--tRNA ligase, mitochondrial (Schizosaccharomyces pombe (strain 972 / ATCC 24843))"	mtARS
TCALIF_04816-PA	Chromosome_9	6549759	6552412	Rpusd4 RNA pseudouridylate synthase domain-containing protein 4 (Rattus norvegicus)	
TCALIF_04840-PA	Chromosome_9	6785168	6792636	ALDH7A1 Alpha-aminoadipic semialdehyde dehydrogenase (Bos taurus)	
TCALIF_04879-PA	Chromosome_9	4722432	4723874	"gtpbp3 tRNA modification GTPase GTPBP3, mitochondrial (Danio rerio)"	
TCALIF_04880-PA	Chromosome_9	4724291	4725564	"pgam5 Serine/threonine-protein phosphatase PGAM5, mitochondrial (Danio rerio)"	
TCALIF_04881-PA	Chromosome_9	4725597	4727933	psen2 Presenilin-2 (Danio rerio)	
TCALIF_05188-PA	Chromosome_9	10978795	10986754	ETNPPL Ethanolamine-phosphate phospho-lyase (Homo sapiens)	
TCALIF_05927-PA	Chromosome_9	10400684	10411865	"ATP5S ATP synthase subunit s, mitochondrial (Bos taurus)"	
TCALIF_05935-PA	Chromosome_9	10562352	10563200	"Echdc3 Enoyl-CoA hydratase domain-containing protein 3, mitochondrial (Rattus norvegicus)"	
TCALIF_06144-PA	Chromosome_9	14993455	14998485	"ACSF2 Acyl-CoA synthetase family member 2, mitochondrial (Macaca fascicularis)"	
TCALIF_06536-PA	Chromosome_9	13508957	13512831	NIF3L1 Putative GTP cyclohydrolase 1 type 2 NIF3L1 (Homo sapiens)	
TCALIF_06541-PA	Chromosome_9	13455716	13458423	Nurf-38 Inorganic pyrophosphatase (Drosophila melanogaster)	
TCALIF_06653-PA	Chromosome_9	8136114	8141671	AAEL000794 Clustered mitochondria protein homolog (Aedes aegypti)	
TCALIF_07328-PA	Chromosome_9	2516409	2518884	"EARS2 Probable glutamate--tRNA ligase, mitochondrial (Gallus gallus)"	mtARS
TCALIF_07332-PA	Chromosome_9	2562315	2563286	"HMGCL Hydroxymethylglutaryl-CoA lyase, mitochondrial (Macaca fascicularis)"	
TCALIF_07517-PA	Chromosome_9	5436193	5437617	trmt10c Mitochondrial ribonuclease P protein 1 homolog (Drosophila melanogaster)	
TCALIF_08257-PA	Chromosome_9	1395825	1396838	"Ivd Isovaleryl-CoA dehydrogenase, mitochondrial (Mus musculus)"	
TCALIF_08724-PA	Chromosome_9	9310890	9317466	"Lonp1 Lon protease homolog, mitochondrial (Rattus norvegicus)"	
TCALIF_09288-PA	Chromosome_9	9127149	9130110	"Mrpl2 39S ribosomal protein L2, mitochondrial (Mus musculus)"	mRP
TCALIF_09289-PA	Chromosome_9	9124999	9128737	Xpnpep3 Probable Xaa-Pro aminopeptidase 3 (Rattus norvegicus)	
TCALIF_09297-PA	Chromosome_9	9043770	9044612	"mRpL35 39S ribosomal protein L35, mitochondrial (Drosophila melanogaster)"	mRP
TCALIF_09299-PA	Chromosome_9	9025359	9032478	"MRPL28 39S ribosomal protein L28, mitochondrial (Bos taurus)"	mRP
TCALIF_09414-PA	Chromosome_9	11884989	11893006	"slgA Proline dehydrogenase 1, mitochondrial (Drosophila melanogaster)"	
TCALIF_09677-PA	Chromosome_9	4324789	4325667	"Mrpl30 39S ribosomal protein L30, mitochondrial (Rattus norvegicus)"	mRP
TCALIF_09685-PA	Chromosome_9	4381855	4392681	glt1 Putative glutamate synthase [NADPH] (Schizosaccharomyces pombe (strain 972 / ATCC 24843))	
TCALIF_10027-PA	Chromosome_9	8966596	8985226	"Oat Ornithine aminotransferase, mitochondrial (Drosophila melanogaster)"	
TCALIF_10115-PA	Chromosome_9	11622050	11634068	"REXO2 Oligoribonuclease, mitochondrial (Bos taurus)"	
TCALIF_10297-PA	Chromosome_9	4949755	4950243	Mtfp1 Mitochondrial fission process protein 1 (Mus musculus)	
TCALIF_12355-PA	Chromosome_9	9175689	9177958	"chchd6 Coiled-coil-helix-coiled-coil-helix domain-containing protein 6, mitochondrial (Xenopus tropicalis)"	
TCALIF_12747-PA	Chromosome_9	9420921	9425041	POLDIP2 Polymerase delta-interacting protein 2 (Homo sapiens)	
TCALIF_12750-PA	Chromosome_9	9433667	9435537	Timm17b Mitochondrial import inner membrane translocase subunit Tim17-B (Mus musculus)	
TCALIF_12937-PA	Chromosome_9	14955727	14957965	"ACSF2 Acyl-CoA synthetase family member 2, mitochondrial (Macaca fascicularis)"	
TCALIF_13290-PA	Chromosome_9	10706550	10709110	Adck1 Uncharacterized aarF domain-containing protein kinase 1 (Mus musculus)	
TCALIF_16413-PA	Chromosome_9	15454496	15459276	"Cox6a1 Cytochrome c oxidase subunit 6A1, mitochondrial (Rattus norvegicus)"	Comp-IV
TCALIF_00319-PA	Chromosome_10	6659757	6661013	bcs1l Mitochondrial chaperone BCS1 (Danio rerio)	
TCALIF_00329-PA	Chromosome_10	6702722	6710660	GK3P Putative glycerol kinase 3 (Homo sapiens)	
TCALIF_00331-PA	Chromosome_10	6713225	6714194	"NDUFB11 NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial (Gorilla gorilla gorilla)"	Comp-I
TCALIF_00342-PA	Chromosome_10	6764528	6766827	PMPCA Mitochondrial-processing peptidase subunit alpha (Bos taurus)	
TCALIF_00345-PA	Chromosome_10	6779763	6780185	"RPP14 Hydroxyacyl-thioester dehydratase type 2, mitochondrial (Homo sapiens)"	
TCALIF_00347-PA	Chromosome_10	6783769	6786330	NDUFA2 NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2 (Pongo pygmaeus)	Comp-I
TCALIF_00350-PA	Chromosome_10	6788082	6789308	"ndufaf7 NADH dehydrogenase [ubiquinone] complex I, assembly factor 7 (Xenopus tropicalis)"	Comp-I
TCALIF_00361-PA	Chromosome_10	6847878	6851533	"Acads Short-chain specific acyl-CoA dehydrogenase, mitochondrial (Rattus norvegicus)"	
TCALIF_00365-PA	Chromosome_10	6852424	6855535	"mrpl14 39S ribosomal protein L14, mitochondrial (Danio rerio)"	mRP
TCALIF_00403-PA	Chromosome_10	7067434	7071948	"39S ribosomal protein S34, mitochondrial"	mRP
TCALIF_00409-PA	Chromosome_10	7082870	7087297	Cecr5 Cat eye syndrome critical region protein 5 homolog (Mus musculus)	
TCALIF_00422-PA	Chromosome_10	7121817	7122161	tin-9.1 Mitochondrial import inner membrane translocase subunit Tim9 (Caenorhabditis briggsae)	
TCALIF_00434-PA	Chromosome_10	7197815	7198366	"mRpL13 39S ribosomal protein L13, mitochondrial (Drosophila melanogaster)"	mRP
TCALIF_00436-PA	Chromosome_10	7203059	7203673	"mRpS10 28S ribosomal protein S10, mitochondrial (Drosophila melanogaster)"	mRP
TCALIF_00437-PA	Chromosome_10	7205717	7207480	"Diablo Diablo homolog, mitochondrial (Mus musculus)"	
TCALIF_00446-PA	Chromosome_10	7270621	7271721	"nudt19 Nucleoside diphosphate-linked moiety X motif 19, mitochondrial (Xenopus laevis)"	
TCALIF_00453-PA	Chromosome_10	7297728	7300251	"beg Probable malonyl-CoA-acyl carrier protein transacylase, mitochondrial (Drosophila melanogaster)"	
TCALIF_00456-PA	Chromosome_10	7318765	7319478	"COX11 Cytochrome c oxidase assembly protein COX11, mitochondrial (Homo sapiens)"	Comp-IV
TCALIF_00457-PA	Chromosome_10	7319534	7321513	"ACAD9 Acyl-CoA dehydrogenase family member 9, mitochondrial (Homo sapiens)"	
TCALIF_00463-PA	Chromosome_10	7363598	7363960	Tim14 Mitochondrial import inner membrane translocase subunit TIM14 (Drosophila melanogaster)	
TCALIF_00465-PA	Chromosome_10	7364523	7365407	"sirt5 NAD-dependent protein deacylase sirtuin-5, mitochondrial (Danio rerio)"	
TCALIF_00485-PA	Chromosome_10	7509043	7512780	"ISCA2 Iron-sulfur cluster assembly 2 homolog, mitochondrial (Homo sapiens)"	
TCALIF_00781-PA	Chromosome_10	8090604	8098130	"IDH3G Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial (Fragment) (Macaca fascicularis)"	
TCALIF_00782-PA	Chromosome_10	8098137	8099583	SURF1 Surfeit locus protein 1 (Homo sapiens)	
TCALIF_00784-PA	Chromosome_10	8103546	8108961	"JhI-1 Ribonuclease Z, mitochondrial (Drosophila melanogaster)"	
TCALIF_00807-PA	Chromosome_10	8183044	8192230	"NDUFB8 NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial (Bos taurus)"	Comp-I
TCALIF_00834-PA	Chromosome_10	8380188	8383881	AIFM3 Apoptosis-inducing factor 3 (Homo sapiens)	
TCALIF_00843-PA	Chromosome_10	8416913	8418377	Rdh13 Retinol dehydrogenase 13 (Mus musculus)	
TCALIF_00848-PA	Chromosome_10	8440497	8441174	"NDUFS7 NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial (Bos taurus)"	Comp-I
TCALIF_00849-PA	Chromosome_10	8455100	8455681	"Ndufs4 NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial (Rattus norvegicus)"	Comp-I
TCALIF_00859-PA	Chromosome_10	8521612	8522100	"CISD3 CDGSH iron-sulfur domain-containing protein 3, mitochondrial (Homo sapiens)"	
TCALIF_00864-PA	Chromosome_10	8531571	8532281	"AK3 GTP:AMP phosphotransferase AK3, mitochondrial (Homo sapiens)"	
TCALIF_00867-PA	Chromosome_10	8541344	8541876	Chchd4 Mitochondrial intermembrane space import and assembly protein 40 (Mus musculus)	
TCALIF_01832-PA	Chromosome_10	4230077	4233879	"MMADHC Methylmalonic aciduria and homocystinuria type D homolog, mitochondrial (Gallus gallus)"	
TCALIF_01851-PA	Chromosome_10	4342230	4342571	"Mrps33 28S ribosomal protein S33, mitochondrial (Mus musculus)"	mRP
TCALIF_01852-PA	Chromosome_10	4342644	4342922	coa5 Cytochrome c oxidase assembly factor 5 (Xenopus tropicalis)	Comp-IV
TCALIF_02044-PA	Chromosome_10	11875466	11880267	"Atp5d ATP synthase subunit delta, mitochondrial (Mus musculus)"	Comp-V
TCALIF_02050-PA	Chromosome_10	11900161	11902418	CCT7 T-complex protein 1 subunit eta (Gallus gallus)	
TCALIF_02076-PA	Chromosome_10	12069887	12076526	"LDHD Probable D-lactate dehydrogenase, mitochondrial (Homo sapiens)"	
TCALIF_02610-PA	Chromosome_10	4793345	4793927	"mrpl54 39S ribosomal protein L54, mitochondrial (Danio rerio)"	mRP
TCALIF_02622-PA	Chromosome_10	4889834	4897072	Ccbl2 Kynurenine--oxoglutarate transaminase 3 (Mus musculus)	
TCALIF_03551-PA	Chromosome_10	11355055	11360477	"CPT2 Carnitine O-palmitoyltransferase 2, mitochondrial (Bos taurus)"	
TCALIF_03579-PA	Chromosome_10	11071638	11076799	CRAT Carnitine O-acetyltransferase (Columba livia)	
TCALIF_03601-PA	Chromosome_10	10983486	10989787	"Pink1 Serine/threonine-protein kinase PINK1, mitochondrial (Mus musculus)"	
TCALIF_03613-PA	Chromosome_10	9672593	9683867	"Gls Glutaminase kidney isoform, mitochondrial (Mus musculus)"	
TCALIF_03629-PA	Chromosome_10	9814646	9815476	Slc25a26 S-adenosylmethionine mitochondrial carrier protein (Mus musculus)	
TCALIF_03631-PA	Chromosome_10	9821834	9823276	"l(2)tid Protein tumorous imaginal discs, mitochondrial (Drosophila virilis)"	
TCALIF_03923-PA	Chromosome_10	15671873	15673648	"DDB_G0271866 3-hydroxybutyryl-CoA dehydratase-like protein, mitochondrial (Dictyostelium discoideum)"	
TCALIF_03980-PA	Chromosome_10	3315611	3316135	"MRPS11 28S ribosomal protein S11, mitochondrial (Homo sapiens)"	mRP
TCALIF_03981-PA	Chromosome_10	3295166	3313054	"AADAT Kynurenine/alpha-aminoadipate aminotransferase, mitochondrial (Bos taurus)"	
TCALIF_04298-PA	Chromosome_10	15147192	15148471	"PRDX5 Peroxiredoxin-5, mitochondrial (Homo sapiens)"	
TCALIF_04625-PA	Chromosome_10	4011042	4012034	CMC1 COX assembly mitochondrial protein homolog (Bos taurus)	
TCALIF_04903-PA	Chromosome_10	13741284	13746325	"CG9791 ATP-dependent RNA helicase SUV3 homolog, mitochondrial (Drosophila melanogaster)"	
TCALIF_04913-PA	Chromosome_10	13866217	13868484	"F23B12.5 Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial (Caenorhabditis elegans)"	
TCALIF_04925-PA	Chromosome_10	13928864	13930975	"Gfm2 Ribosome-releasing factor 2, mitochondrial (Mus musculus)"	
TCALIF_05566-PA	Chromosome_10	7657847	7662808	SUGCT Succinate--hydroxymethylglutarate CoA-transferase (Homo sapiens)	
TCALIF_05575-PA	Chromosome_10	7703929	7718862	"mcu Calcium uniporter protein, mitochondrial (Danio rerio)"	
TCALIF_05578-PA	Chromosome_10	7728073	7728510	"SPAC4H3.07c Putative thiosulfate sulfurtransferase, mitochondrial (Schizosaccharomyces pombe (strain 972 / ATCC 24843))"	
TCALIF_05579-PA	Chromosome_10	7728670	7732101	"lrpprc Leucine-rich PPR motif-containing protein, mitochondrial (Xenopus tropicalis)"	
TCALIF_05580-PA	Chromosome_10	7732882	7735204	"Oscp ATP synthase subunit O, mitochondrial (Drosophila melanogaster)"	Comp-V
TCALIF_05591-PA	Chromosome_10	7778902	7780397	"tko 40S ribosomal protein S12, mitochondrial (Drosophila melanogaster)"	mRP
TCALIF_05593-PA	Chromosome_10	7786418	7789071	"Aifm1 Apoptosis-inducing factor 1, mitochondrial (Rattus norvegicus)"	
TCALIF_05595-PA	Chromosome_10	7795377	7796099	"lipt2 Putative lipoyltransferase 2, mitochondrial (Danio rerio)"	
TCALIF_05603-PA	Chromosome_10	7831640	7839334	"pdhk-2 Probable [pyruvate dehydrogenase (acetyl-transferring)] kinase, mitochondrial (Caenorhabditis elegans)"	
TCALIF_05607-PA	Chromosome_10	7881740	7882739	"ATPsyn-d ATP synthase subunit d, mitochondrial (Drosophila melanogaster)"	Comp-V
TCALIF_05761-PA	Chromosome_10	14443223	14452036	"ttc19 Tetratricopeptide repeat protein 19, mitochondrial (Danio rerio)"	
TCALIF_05769-PA	Chromosome_10	14511239	14512079	Mgst1 Microsomal glutathione S-transferase 1 (Mus musculus)	
TCALIF_07153-PA	Chromosome_10	6538058	6546247	"abcb8 ATP-binding cassette sub-family B member 8, mitochondrial (Danio rerio)"	
TCALIF_07283-PA	Chromosome_10	6261297	6263662	"ABCB7 ATP-binding cassette sub-family B member 7, mitochondrial (Homo sapiens)"	
TCALIF_07284-PA	Chromosome_10	6263729	6265174	"Mss51 Putative protein MSS51 homolog, mitochondrial (Mus musculus)"	
TCALIF_07285-PA	Chromosome_10	6265962	6267341	"agk Acylglycerol kinase, mitochondrial (Danio rerio)"	
TCALIF_07290-PA	Chromosome_10	6275272	6278970	Hemk1 HemK methyltransferase family member 1 (Mus musculus)	
TCALIF_07947-PA	Chromosome_10	13155938	13158102	park7 Protein DJ-1 (Danio rerio)	
TCALIF_07957-PA	Chromosome_10	13233229	13234194	RDH13 Retinol dehydrogenase 13 (Homo sapiens)	
TCALIF_07964-PA	Chromosome_10	13243593	13246693	"Coq3 Hexaprenyldihydroxybenzoate methyltransferase, mitochondrial (Rattus norvegicus)"	
TCALIF_07966-PA	Chromosome_10	13259185	13267643	SLC25A25 Calcium-binding mitochondrial carrier protein SCaMC-2 (Homo sapiens)	
TCALIF_08187-PA	Chromosome_10	5477806	5481289	"Dars2 Aspartate--tRNA ligase, mitochondrial (Rattus norvegicus)"	mtARS
TCALIF_08188-PA	Chromosome_10	5475059	5479351	"PDPR Pyruvate dehydrogenase phosphatase regulatory subunit, mitochondrial (Bos taurus)"	
TCALIF_08200-PA	Chromosome_10	5400302	5403317	FAM210A Protein FAM210A (Gallus gallus)	
TCALIF_08202-PA	Chromosome_10	5398865	5400071	Ndufaf4 NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 4 (Rattus norvegicus)	Comp-I
TCALIF_08216-PA	Chromosome_10	5285442	5289256	"pitrm1 Presequence protease, mitochondrial (Xenopus laevis)"	
TCALIF_08681-PA	Chromosome_10	8034683	8037130	"Mut Methylmalonyl-CoA mutase, mitochondrial (Mus musculus)"	
TCALIF_08696-PA	Chromosome_10	7966194	7970220	CG6388 Probable tRNA (guanine(26)-N(2))-dimethyltransferase (Drosophila melanogaster)	
TCALIF_09023-PA	Chromosome_10	13530808	13532390	"MRPL46 39S ribosomal protein L46, mitochondrial (Bos taurus)"	mRP
TCALIF_10247-PA	Chromosome_10	1412647	1423291	"BRAFLDRAFT_270748 Glutamyl-tRNA(Gln) amidotransferase subunit C, mitochondrial (Branchiostoma floridae)"	
TCALIF_10253-PA	Chromosome_10	1486659	1499802	ABCD2 ATP-binding cassette sub-family D member 2 (Homo sapiens)	
TCALIF_10340-PA	Chromosome_10	3433729	3435517	NT5C3A Cytosolic 5'-nucleotidase 3A (Gallus gallus)	
TCALIF_10348-PA	Chromosome_10	3394473	3396143	"NDUFS8 NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial (Bos taurus)"	Comp-I
TCALIF_10899-PA	Chromosome_10	10770527	10772428	"Mrps28 28S ribosomal protein S28, mitochondrial (Mus musculus)"	mRP
TCALIF_10982-PA	Chromosome_10	13394698	13424918	"coq2 4-hydroxybenzoate polyprenyltransferase, mitochondrial (Aedes aegypti)"	
TCALIF_11042-PA	Chromosome_10	14228941	14230324	"ATP synthase lipid-binding protein, mitochondrial (Manduca sexta)"	Comp-V
TCALIF_11167-PA	Chromosome_10	10792595	10796852	"Chdh Choline dehydrogenase, mitochondrial (Mus musculus)"	
TCALIF_11405-PA	Chromosome_10	10555981	10557585	"gatA Glutamyl-tRNA(Gln) amidotransferase subunit A, mitochondrial (Anopheles gambiae)"	
TCALIF_11409-PA	Chromosome_10	10564082	10567231	"IDH3B Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial (Homo sapiens)"	
TCALIF_11566-PA	Chromosome_10	1232981	1237550	"Eci1 Enoyl-CoA delta isomerase 1, mitochondrial (Rattus norvegicus)"	
TCALIF_11664-PA	Chromosome_10	10130458	10132406	foxred1 FAD-dependent oxidoreductase domain-containing protein 1 (Xenopus laevis)	
TCALIF_11958-PA	Chromosome_10	15406470	15409892	"TUFM Elongation factor Tu, mitochondrial (Bos taurus)"	EF
TCALIF_12303-PA	Chromosome_10	525421	529804	Pdss2 Decaprenyl-diphosphate synthase subunit 2 (Rattus norvegicus)	
TCALIF_12305-PA	Chromosome_10	512639	514881	Gstk1 Glutathione S-transferase kappa 1 (Mus musculus)	
TCALIF_12594-PA	Chromosome_10	13436411	13437397	"CLYBL Citrate lyase subunit beta-like protein, mitochondrial (Homo sapiens)"	
TCALIF_12602-PA	Chromosome_10	13479590	13483015	POLG DNA polymerase subunit gamma-1 (Homo sapiens)	mtDNA replication
TCALIF_12964-PA	Chromosome_10	12652900	12655024	"MARS Methionine--tRNA ligase, cytoplasmic (Homo sapiens)"	mtARS
TCALIF_12965-PA	Chromosome_10	12640727	12645876	mrs2 Mitochondrial inner membrane magnesium transporter mrs2 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))	
TCALIF_13733-PA	Chromosome_10	4437489	4439699	"PEO1 Twinkle protein, mitochondrial (Homo sapiens)"	mtDNA replication
TCALIF_01691-PA	Chromosome_11	9959888	9971140	"Gls Glutaminase kidney isoform, mitochondrial (Mus musculus)"	
TCALIF_01724-PA	Chromosome_11	9619417	9624033	"sdha Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial (Danio rerio)"	Comp-II
TCALIF_01748-PA	Chromosome_11	9411229	9413559	Aldh1l2 Mitochondrial 10-formyltetrahydrofolate dehydrogenase (Mus musculus)	
TCALIF_04222-PA	Chromosome_11	6734223	6735476	"ETFA Electron transfer flavoprotein subunit alpha, mitochondrial (Homo sapiens)"	
TCALIF_04226-PA	Chromosome_11	6750074	6755349	"HADHA Trifunctional enzyme subunit alpha, mitochondrial (Homo sapiens)"	
TCALIF_04256-PA	Chromosome_11	7125187	7126807	"ATP5L ATP synthase subunit g, mitochondrial (Homo sapiens)"	Comp-V
TCALIF_05000-PA	Chromosome_11	3696728	3699330	COX18 Mitochondrial inner membrane protein COX18 (Homo sapiens)	
TCALIF_05002-PA	Chromosome_11	3704847	3707038	"MRRF Ribosome-recycling factor, mitochondrial (Bos taurus)"	
TCALIF_06151-PA	Chromosome_11	11973002	11981434	"BCKDHA 2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial (Bos taurus)"	
TCALIF_06152-PA	Chromosome_11	11981482	11982897	"SPAC4H3.07c Putative thiosulfate sulfurtransferase, mitochondrial (Schizosaccharomyces pombe (strain 972 / ATCC 24843))"	
TCALIF_06458-PA	Chromosome_11	9224849	9225472	"mRpL41 39S ribosomal protein L41, mitochondrial (Drosophila melanogaster)"	mRP
TCALIF_06478-PA	Chromosome_11	9147839	9150648	"Ndufs2 NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial (Rattus norvegicus)"	Comp-I
TCALIF_06760-PA	Chromosome_11	12774814	12782436	Mrpp3 Mitochondrial ribonuclease P protein 3 (Rattus norvegicus)	
TCALIF_06889-PA	Chromosome_11	4374690	4375247	"ICT1 Peptidyl-tRNA hydrolase ICT1, mitochondrial (Bos taurus)"	
TCALIF_06899-PA	Chromosome_11	4242834	4246504	Tim9a Mitochondrial import inner membrane translocase subunit Tim9 (Drosophila melanogaster)	
TCALIF_07571-PA	Chromosome_11	5623239	5626754	"HtrA2 Serine protease HTRA2, mitochondrial (Drosophila pseudoobscura pseudoobscura)"	
TCALIF_07832-PA	Chromosome_11	15250325	15256225	"Ethe1 Persulfide dioxygenase ETHE1, mitochondrial (Mus musculus)"	
TCALIF_07844-PA	Chromosome_11	15351506	15356380	"Acadvl Very long-chain specific acyl-CoA dehydrogenase, mitochondrial (Rattus norvegicus)"	
TCALIF_08123-PA	Chromosome_11	577210	579581	tomm20 Mitochondrial import receptor subunit TOM20 homolog (Xenopus tropicalis)	
TCALIF_08131-PA	Chromosome_11	613386	615018	MARC2 Mitochondrial amidoxime reducing component 2 (Bos taurus)	
TCALIF_08515-PA	Chromosome_11	13296998	13299829	"ATPsyn-Cf6 ATP synthase-coupling factor 6, mitochondrial (Drosophila melanogaster)"	Comp-V
TCALIF_08604-PA	Chromosome_11	3503503	3506883	"Bdh1 D-beta-hydroxybutyrate dehydrogenase, mitochondrial (Rattus norvegicus)"	
TCALIF_08619-PA	Chromosome_11	3329080	3332909	"ACAA2 3-ketoacyl-CoA thiolase, mitochondrial (Homo sapiens)"	
TCALIF_10648-PA	Chromosome_11	11837683	11838330	Dnlz DNL-type zinc finger protein (Mus musculus)	
TCALIF_11057-PA	Chromosome_11	745080	754881	"Mrpl40 39S ribosomal protein L40, mitochondrial (Mus musculus)"	mRP
TCALIF_11595-PA	Chromosome_11	7589122	7591292	"Mrps2 28S ribosomal protein S2, mitochondrial (Mus musculus)"	mRP
TCALIF_11597-PA	Chromosome_11	7632611	7634285	"Mrpl48 39S ribosomal protein L48, mitochondrial (Mus musculus)"	mRP
TCALIF_12221-PA	Chromosome_11	12404391	12408613	"Apopt1 Apoptogenic protein 1, mitochondrial (Mus musculus)"	
TCALIF_12222-PA	Chromosome_11	12400489	12406537	TOMM70A Mitochondrial import receptor subunit TOM70 (Homo sapiens)	
TCALIF_12649-PA	Chromosome_11	14413434	14417886	"HIBADH 3-hydroxyisobutyrate dehydrogenase, mitochondrial (Pongo abelii)"	
TCALIF_12694-PA	Chromosome_11	13868988	13869249	"fdx1l Adrenodoxin-like protein, mitochondrial (Danio rerio)"	
TCALIF_12764-PA	Chromosome_11	8938114	8938866	TMEM65 Transmembrane protein 65 (Bos taurus)	
TCALIF_12821-PA	Chromosome_11	1154658	1156845	Slc25a21 Mitochondrial 2-oxodicarboxylate carrier (Rattus norvegicus)	
TCALIF_12822-PA	Chromosome_11	1123966	1150288	"Acss1 Acetyl-coenzyme A synthetase 2-like, mitochondrial (Mus musculus)"	
TCALIF_12848-PA	Chromosome_11	8560851	8565885	SLC25A29 Mitochondrial carnitine/acylcarnitine carrier protein CACL (Bos taurus)	
TCALIF_13636-PA	Chromosome_11	8752140	8752893	"MRPS35 28S ribosomal protein S35, mitochondrial (Homo sapiens)"	mRP
TCALIF_13805-PA	Chromosome_11	5957174	5960068	ALDH9A1 4-trimethylaminobutyraldehyde dehydrogenase (Homo sapiens)	
TCALIF_13826-PA	Chromosome_11	15703385	15709889	"MRPS30 28S ribosomal protein S30, mitochondrial (Homo sapiens)"	mRP
TCALIF_04316-PA	Chromosome_12	5051205	5058369	"Gls Glutaminase kidney isoform, mitochondrial (Mus musculus)"	
TCALIF_04340-PA	Chromosome_12	5274631	5279473	porin Voltage-dependent anion-selective channel (Drosophila melanogaster)	
TCALIF_04550-PA	Chromosome_12	3878023	3878796	"TFAM Transcription factor A, mitochondrial (Bos taurus)"	TFAM
TCALIF_04563-PA	Chromosome_12	3739474	3750171	"Eci2 Enoyl-CoA delta isomerase 2, mitochondrial (Mus musculus)"	
TCALIF_06490-PA	Chromosome_12	9349780	9353249	"GM13534 NFU1 iron-sulfur cluster scaffold homolog, mitochondrial (Drosophila sechellia)"	
TCALIF_07753-PA	Chromosome_12	8709991	8712573	mpv17l2 Mpv17-like protein 2 (Xenopus tropicalis)	
TCALIF_09890-PA	Chromosome_12	1925629	1928933	"CLPX ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial (Pongo abelii)"	
TCALIF_11632-PA	Chromosome_12	9193274	9197467	HRSP12 Ribonuclease UK114 (Homo sapiens)	
TCALIF_11846-PA	Chromosome_12	18033445	18038227	"AASS Alpha-aminoadipic semialdehyde synthase, mitochondrial (Bos taurus)"	
TCALIF_11851-PA	Chromosome_12	17988309	17996651	"NAD-dependent malic enzyme 59 kDa isoform, mitochondrial (Solanum tuberosum)"	
TCALIF_12040-PA	Chromosome_12	272536	274602	Cyp1 Peptidyl-prolyl cis-trans isomerase (Drosophila melanogaster)	
TCALIF_13739-PA	Chromosome_12	12869187	12870663	"PNPT1 Polyribonucleotide nucleotidyltransferase 1, mitochondrial (Pongo abelii)"	
